type_kids_shoes,price,address,image_link-src
Baskets enfant,10 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5655818_uploaded_image1_1764856498.jpg
Chaussures et chaussettes,3 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5593606_uploaded_image1_1761641441.jpg
Chaussures enfants,13 000CFA,"Port-Bouet, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5512921_uploaded_image1_1757237972.jpg
Chaussures enfants,13 000CFA,"Port-Bouet, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5512920_uploaded_image1_1757237873.jpg
Chaussures enfants pointure 38,7 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5512917_uploaded_image1_1757237765.jpg
Chaussures enfants,30 000CFA,"Abobo, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5512479_uploaded_image1_1757192185.jpg
Baskets Nike,13 500CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5461051_uploaded_image1_1754429051.jpg
Chaussures crocs,5 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5364198_uploaded_image1_1749302277.jpg
Chaussures enfants,10 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5273601_uploaded_image3_1744200371.jpeg
Chaussures Kito,3 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5257322_uploaded_image1_1743348903.jpg
Chaussures enfant,4 500CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5251471_uploaded_image1_1742986723.jpg
Chaussures  enfant,8 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5241916_uploaded_image1_1742476098.jpg
Chaussures enfant,7 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5228565_uploaded_image1_1741788138.jpg
Chaussures enfant,8 500CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5228558_uploaded_image1_1741787971.jpg
Chaussures enfant,8 500CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5228522_uploaded_image1_1741786899.jpg
Chaussures enfant,13 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5228195_uploaded_image1_1741776369.jpg
Baskets  Timberland enfant,20 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5122986_uploaded_image1_1736241905.jpg
Chaussures enfant,5 500CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5146427_uploaded_image1_1737495793.jpg
Adidas campus pour enfants,20 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5093690_uploaded_image1_1734340180.jpg
Ballerines  enfants,2 000CFA,"Bouaké, Côte d'Ivoire",https://images.coinafrique.com/thumb_5128983_uploaded_image1_1736527415.jpg
Chaussures enfant Nike Jordan 3,15 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5124552_uploaded_image1_1736323294.jpg
Chaussures enfant Nike Jordan 6,15 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5124555_uploaded_image1_1736323476.jpg
Chaussures enfant Adidas campus,15 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5124549_uploaded_image1_1736323154.jpg
Chaussures enfants Air jordan 3,15 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5126208_uploaded_image1_1736382319.jpg
Chaussures enfants Air jordan 3,15 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5126204_uploaded_image1_1736382198.jpg
Chaussures enfants Air jordan 3,15 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5126203_uploaded_image1_1736382151.jpg
Chaussures enfant Air Jordan,15 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5126201_uploaded_image1_1736382095.jpg
Chaussures enfants Air jordan 3,15 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5126200_uploaded_image1_1736382042.jpg
Chaussures Adidas enfants,15 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5126198_uploaded_image1_1736381908.jpg
Chaussure Lacoste pour enfant,15 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5081055_uploaded_image1_1733587313.jpg
Chaussures Lacoste pour enfant,15 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5081052_uploaded_image1_1733587255.jpg
Chaussures enfant,17 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5070564_uploaded_image1_1733088049.jpg
Baskets Jordan 11 pour enfant,17 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5060898_uploaded_image1_1732545221.jpg
Chaussures Adidas campus,15 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5060890_uploaded_image1_1732545067.jpg
Baskets Jordan 6 pour enfant,18 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5060885_uploaded_image1_1732544892.jpg
Chaussures pour enfant,15 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5101113_uploaded_image1_1734717625.jpg
Chaussures enfant,15 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5016761_uploaded_image1_1730224229.jpg
T shirts arbre de noël,3 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5038604_uploaded_image1_1731345750.jpg
Baskets Jordan pour enfant,14 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5060345_uploaded_image1_1732526010.jpg
Chaussures enfant garçon,8 000CFA,"Abobo, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5037609_uploaded_image1_1731314467.jpg
Chaussures enfant,8 500CFA,"Abobo, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5037606_uploaded_image1_1731314357.jpg
Chaussures enfants,12 000CFA,"Abobo, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5037600_uploaded_image1_1731314169.jpg
Chaussures enfants,10 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_5024654_uploaded_image1_1730644034.jpg
Bottines treillis 32,7 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4994220_uploaded_image1_1728966936.jpg
Chaussures enfant,12 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4987364_uploaded_image1_1728582448.jpg
Chaussures enfant,12 500CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4987361_uploaded_image1_1728582349.jpg
Chaussures enfant,7 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4987355_uploaded_image1_1728582028.jpg
Chaussures enfant,8 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4987348_uploaded_image1_1728581817.jpg
Baskets enfant,25 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4948638_uploaded_image1_1726587976.jpg
Chaussure enfants de 25 à 30,10 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4982912_uploaded_image1_1728392678.jpg
chaussures enfants,4 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4968268_uploaded_image1_1727693659.jpg
Chaussures enfant,8 500CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4890022_uploaded_image1_1723464166.jpg
Chaussons 16 à 21,3 500CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4841238_uploaded_image1_1720873074.jpg
Baskets enfant,10 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4838552_uploaded_image1_1720716682.jpg
Chaussures enfants,10 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4835005_uploaded_image1_1720559405.jpg
Sandales fille,1 500CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4871621_uploaded_image1_1722522798.jpg
Chaussures enfant,14 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4851317_uploaded_image1_1721408509.jpg
Chaussures Adidas pour enfant,15 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4745843_uploaded_image1_1715810050.jpg
Sandale pour enfants,15 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4745841_uploaded_image1_1715809985.jpg
Chaussures Nike,15 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4745834_uploaded_image1_1715809621.jpg
Chaussures Nike Dunk pour enfant,15 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4710247_uploaded_image1_1714036426.jpg
Chaussures New Balance,16 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4710233_uploaded_image1_1714036057.jpg
Chaussures Nike enfant,15 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4710225_uploaded_image1_1714035899.jpg
Vêtement enfant,20 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4741430_uploaded_image1_1715616419.jpg
Baskets Jordan enfant,15 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4576638_uploaded_image1_1706968853.jpg
Baskets Yeezy,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4461944_uploaded_image1_1700231478.jpg
Chaussures enfant,10 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4488965_uploaded_image1_1701943601.jpg
Chaussures enfants,10 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4487812_uploaded_image1_1701872655.jpg
Chaussures enfant,10 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4477782_uploaded_image1_1701290456.jpg
Chaussures enfant,10 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4477779_uploaded_image3_1701290314.jpeg
Chaussures enfant,5 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4456615_uploaded_image1_1699904402.jpg
Chaussures Kito,5 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4412454_uploaded_image1_1697027077.jpg
Basket pour enfant,Prix sur demande,"Le plateau, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4393920_uploaded_image1_1695897211.jpg
Sandales pour enfant,Prix sur demande,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4393919_uploaded_image1_1695897110.jpg
Baskets enfant,Prix sur demande,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4393916_uploaded_image1_1695896997.jpg
Ballerine,Prix sur demande,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4393915_uploaded_image1_1695896890.jpg
Baskets enfant,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4359130_uploaded_image1_1693578756.jpg
Baskets enfant,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4359133_uploaded_image1_1693578853.jpg
Baskets enfant,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4359131_uploaded_image1_1693578813.jpg
Chaussures enfant,10 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4380469_uploaded_image1_1694969202.jpg
Chaussures enfant,15 000CFA,"Le Plateau, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4367215_uploaded_image1_1694101294.jpg
Chaussures enfant,8 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4308129_uploaded_image1_1690308910.jpg
Chaussures enfant,5 500CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4303005_uploaded_image1_1689937181.jpg
Chaussures enfant,14 000CFA,"Koumassi, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4290023_uploaded_image2_1689082909.jpeg
